0,527812220.0,0
0,455067920000000.0,0
0,43930950000000.0,0
0,219662220000.0,0
0,1772342100000.0,0
0,6695615000000000.0,0
0,26027135000000.0,0
0,7309208000000.0,0
0,5388229000.0,0
0,373914050.0,0
0,99404800000.0,0
0,1339922800000000.0,0
0,26035653000.0,0
0,2509724200000.0,0
0,7578133000000.0,0
0,183463260000.0,0
0,219185600000.0,0
0,5296936000000000.0,0
0,88381150000.0,0
0,2012221200000000.0,0
0,4248996400000.0,0
0,14781395000000.0,0
0,3452933900000000.0,0
0,19594285000000.0,0
0,204314500000000.0,0
0,37127850000.0,0
0,7988189300000.0,0
0,155571860000.0,0
0,1689847200000000.0,0
0,2661434600.0,0
0,6579725300000.0,0
0,7357932000000000.0,0
0,1879445700000.0,0
0,18121927000000.0,0
0,2007700700000.0,0
0,101290160000.0,0
0,26657373000000.0,0
0,6614407000.0,0
0,81196925000.0,0
0,349464340000000.0,0
0,6573463700000.0,0
0,1862660800000.0,0
0,60030860000.0,0
0,1629420400000000.0,0
0,332359760000.0,0
0,26870376000.0,0
0,227378760000.0,0
0,729804960000.0,0
0,5740191300000.0,0
0,398191130000.0,0
0,977598600000.0,0
0,2359032500000.0,0
0,37525290000.0,0
0,594325900000.0,0
0,660923460000000.0,0
0,1868474000000.0,0
0,404814400000000.0,0
0,7137518400000.0,0
0,135692310000000.0,0
0,1390643000000000.0,0
0,300684480000.0,0
0,4446645000.0,0
0,5030075400.0,0
0,1340939600.0,0
0,986776340000.0,0
0,332525130000000.0,0
0,243844060000.0,0
0,13875343000000.0,0
0,142413350000.0,0
0,1357094000000.0,0
0,2095617300000.0,0
0,217178410000000.0,0
0,3651928600000000.0,0
0,2284942600.0,0
0,2257359700000.0,0
0,34322727000.0,0
0,40513053000.0,0
0,4666989500000.0,0
0,57830405000000.0,0
0,3871871500.0,0
0,28438245000.0,0
0,4029747200000000.0,0
0,9451532000000.0,0
0,8876011000000.0,0
0,12001069000000.0,0
0,71117510000000.0,0
0,97101500000000.0,0
0,2141080800000.0,0
0,32839074000.0,0
0,539753200000.0,0
0,28796623000000.0,0
0,152524750000.0,0
0,2551775500000.0,0
0,566293230000.0,0
0,146964940000.0,0
0,154002410000000.0,0
0,55537517000000.0,0
0,4942403600.0,0
0,22215450000000.0,0
0,174029040000000.0,0
0,544125350000000.0,0
0,3007759200000000.0,0
0,89527760000.0,0
0,5655235700000.0,0
0,27872930000000.0,0
0,396533200000.0,0
0,84462914000000.0,0
0,3914471000000.0,0
0,8274816500000.0,0
0,264333560000000.0,0
0,10191740000.0,0
0,717988900000000.0,0
0,1235005200000.0,0
0,2447174300000.0,0
0,5191328000.0,0
0,243288310000.0,0
0,14202688000000.0,0
0,3846994000.0,0
0,17814365000000.0,0
0,713067860000.0,0
0,9020674000000.0,0
0,1617023000000.0,0
0,1390982700000.0,0
0,200390970000.0,0
0,230172310000.0,0
0,4782493000.0,0
0,357237300000.0,0
0,12453302000000.0,0
0,406466850000000.0,0
0,1385433100000.0,0
0,6270478000000000.0,0
0,124406244000000.0,0
0,3359827200.0,0
0,4395924500000.0,0
0,9679522000000.0,0
0,3184286500000.0,0
0,21570223000000.0,0
0,26324724000.0,0
0,635708240000.0,0
0,471325600.0,0
0,7114918300000000.0,0
0,1370507600000.0,0
0,81913450000000.0,0
